preferredName_A,preferredName_B,score,Experimental System,Experimental System Type
CPT1A,MTTP,0.572,functional_association,functional
CPT1A,LPL,0.579,functional_association,functional
CPT1A,ABCG1,0.59,functional_association,functional
CPT1A,RXRA,0.594,functional_association,functional
CPT1A,HMGCR,0.6,functional_association,functional
CPT1A,LDHA,0.611,functional_association,functional
CPT1A,MLXIPL,0.612,functional_association,functional
CPT1A,PPARD,0.616,functional_association,functional
CPT1A,PLIN2,0.618,functional_association,functional
CPT1A,INS,0.651,functional_association,functional
CPT1A,ACLY,0.652,functional_association,functional
CPT1A,DGAT1,0.656,functional_association,functional
CPT1A,FABP1,0.676,functional_association,functional
CPT1A,HMGCS2,0.679,functional_association,functional
CPT1A,SLC2A4,0.557,functional_association,functional
CPT1A,G6PC3,0.543,functional_association,functional
ABCB4,ABCG8,0.523,functional_association,functional
CPT1A,G6PC2,0.542,functional_association,functional
CPT1A,TBL1X,0.458,functional_association,functional
CPT1A,LIPC,0.472,functional_association,functional
CPT1A,NCOA1,0.473,functional_association,functional
CPT1A,FOXO1,0.477,functional_association,functional
CPT1A,AKT1,0.479,functional_association,functional
CPT1A,LPIN1,0.494,functional_association,functional
CPT1A,ACAA1,0.495,functional_association,functional
CPT1A,ELOVL5,0.496,functional_association,functional
CPT1A,GAPDH,0.511,functional_association,functional
CPT1A,LEP,0.515,functional_association,functional
CPT1A,TP53,0.515,functional_association,functional
CPT1A,HMGCS1,0.517,functional_association,functional
CPT1A,ACTB,0.52,functional_association,functional
CPT1A,ADIPOQ,0.532,functional_association,functional
CPT1A,ELOVL6,0.535,functional_association,functional
CPT1A,PNPLA2,0.685,functional_association,functional
CPT1A,SCD,0.701,functional_association,functional
CPT1A,ACOX3,0.704,functional_association,functional
CPT1A,HADHB,0.743,functional_association,functional
ABCB4,TBL1XR1,0.418,functional_association,functional
ABCB4,HELZ2,0.423,functional_association,functional
ABCB4,MED1,0.423,functional_association,functional
ABCB4,NCOA6,0.426,functional_association,functional
ABCB4,CHD9,0.426,functional_association,functional
ABCB4,ACACA,0.431,functional_association,functional
ABCB4,XPR1,0.438,functional_association,functional
ABCB4,NCOA1,0.444,functional_association,functional
ABCB4,ABCG2,0.453,functional_association,functional
ABCB4,CARM1,0.455,functional_association,functional
ABCB4,TBL1X,0.455,functional_association,functional
ABCB4,CYP3A4,0.474,functional_association,functional
ABCB4,ABCG5,0.492,functional_association,functional
ABCB4,NPC1L1,0.501,functional_association,functional
ABCB4,CYP7B1,0.515,functional_association,functional
ABCB4,ACACB,0.417,functional_association,functional
ABCB4,NCOA2,0.417,functional_association,functional
ABCB4,ACOX1,0.404,functional_association,functional
CPT1A,SREBF1,0.813,functional_association,functional
CPT1A,UCP2,0.75,functional_association,functional
CPT1A,SREBF2,0.762,functional_association,functional
CPT1A,ACAA2,0.784,functional_association,functional
CPT1A,PPARG,0.806,functional_association,functional
CPT1A,FASN,0.809,functional_association,functional
CPT1A,CD36,0.811,functional_association,functional
CPT1A,ACOX1,0.837,functional_association,functional
CPT1A,ACACB,0.987,functional_association,functional
CPT1A,ACACA,0.848,functional_association,functional
CPT1A,PPARA,0.92,functional_association,functional
CPT1A,ACSL4,0.954,functional_association,functional
CPT1A,ACSL3,0.955,functional_association,functional
CPT1A,CPT2,0.963,functional_association,functional
CPT1A,ACSL1,0.975,functional_association,functional
CPT1A,NR1H3,0.453,functional_association,functional
CPT1A,GPT,0.448,functional_association,functional
CPT1A,HMGCL,0.447,functional_association,functional
SCAP,INS,0.572,functional_association,functional
SCAP,RNF145,0.442,functional_association,functional
SCAP,PCSK9,0.442,functional_association,functional
SCAP,DGAT1,0.458,functional_association,functional
SCAP,FDPS,0.458,functional_association,functional
SCAP,ACLY,0.467,functional_association,functional
SCAP,ABCG5,0.473,functional_association,functional
SCAP,CH25H,0.482,functional_association,functional
SCAP,ACACA,0.507,functional_association,functional
SCAP,FDFT1,0.513,functional_association,functional
SCAP,SOAT1,0.527,functional_association,functional
SCAP,ABCG1,0.541,functional_association,functional
SCAP,ABCA1,0.542,functional_association,functional
SCAP,AMFR,0.546,functional_association,functional
SCAP,SQLE,0.548,functional_association,functional
SCAP,SCD,0.551,functional_association,functional
SCAP,COASY,0.435,functional_association,functional
SCAP,MYLIP,0.435,functional_association,functional
SCAP,DHCR7,0.433,functional_association,functional
GPAM,SCD,0.839,functional_association,functional
GPAM,PPARG,0.709,functional_association,functional
GPAM,ACACA,0.727,functional_association,functional
GPAM,PPARA,0.73,functional_association,functional
GPAM,DGAT1,0.741,functional_association,functional
GPAM,FASN,0.746,functional_association,functional
GPAM,SREBF1,0.836,functional_association,functional
GPAM,SCD5,0.858,functional_association,functional
SCAP,CYP7A1,0.432,functional_association,functional
SCAP,HMGCS2,0.4,functional_association,functional
SCAP,GGPS1,0.405,functional_association,functional
SCAP,ABCG8,0.405,functional_association,functional
SCAP,MTOR,0.408,functional_association,functional
SCAP,MLXIPL,0.409,functional_association,functional
SCAP,LSS,0.417,functional_association,functional
SCAP,XPR1,0.553,functional_association,functional
SCAP,HMGCS1,0.581,functional_association,functional
CPT1A,NCOA2,0.447,functional_association,functional
SCAP,NFYA,0.598,functional_association,functional
CPT1A,NCOA6,0.408,functional_association,functional
CPT1A,ACSS1,0.41,functional_association,functional
CPT1A,COASY,0.416,functional_association,functional
CPT1A,IL6,0.418,functional_association,functional
CPT1A,G6PD,0.421,functional_association,functional
CPT1A,HELZ2,0.422,functional_association,functional
CPT1A,PFKFB3,0.423,functional_association,functional
CPT1A,ACAT1,0.426,functional_association,functional
CPT1A,H6PD,0.428,functional_association,functional
CPT1A,CARM1,0.429,functional_association,functional
CPT1A,HIF1A,0.431,functional_association,functional
CPT1A,IRS1,0.433,functional_association,functional
CPT1A,NR1H4,0.437,functional_association,functional
CPT1A,MED1,0.444,functional_association,functional
CPT1A,PRKAA1,0.445,functional_association,functional
CPT1A,ALB,0.405,functional_association,functional
CPT1A,TBL1XR1,0.403,functional_association,functional
CPT1A,MTOR,0.403,functional_association,functional
SCAP,RNF139,0.741,functional_association,functional
SCAP,HSPA5,0.609,functional_association,functional
SCAP,FASN,0.62,functional_association,functional
SCAP,ERLIN2,0.621,functional_association,functional
SCAP,HMGA1,0.641,functional_association,functional
SCAP,NPC2,0.71,functional_association,functional
SCAP,MBTPS2,0.918,functional_association,functional
CPT1A,FADS2,0.402,functional_association,functional
SCAP,MBTPS1,0.948,functional_association,functional
SCAP,SREBF1,0.998,functional_association,functional
SCAP,SREBF2,0.999,functional_association,functional
SCAP,INSIG1,0.999,functional_association,functional
CPT1A,CHD9,0.4,functional_association,functional
CPT1A,TNF,0.401,functional_association,functional
ABCB4,RXRA,0.52,functional_association,functional
ABCB4,GPT,0.534,functional_association,functional
CYP11A1,HSD3B7,0.544,functional_association,functional
SQLE,SCD,0.692,functional_association,functional
SQLE,FASN,0.73,functional_association,functional
SQLE,CYP39A1,0.751,functional_association,functional
SQLE,PMVK,0.753,functional_association,functional
SQLE,INSIG1,0.773,functional_association,functional
SQLE,GGPS1,0.787,functional_association,functional
SQLE,COQ2,0.795,functional_association,functional
SQLE,ACAT2,0.797,functional_association,functional
SQLE,CYP8B1,0.801,functional_association,functional
SQLE,CYP7B1,0.808,functional_association,functional
SQLE,HSD3B1,0.81,functional_association,functional
SQLE,HSD3B7,0.819,functional_association,functional
SQLE,SREBF1,0.822,functional_association,functional
SQLE,CYP7A1,0.827,functional_association,functional
SQLE,DHCR24,0.856,functional_association,functional
SQLE,IDI2,0.876,functional_association,functional
SQLE,EBP,0.697,functional_association,functional
SQLE,AACS,0.612,functional_association,functional
ABCB4,HMGCR,0.587,functional_association,functional
SQLE,CYB5B,0.597,functional_association,functional
SQLE,NFYA,0.51,functional_association,functional
SQLE,NFYC,0.517,functional_association,functional
SQLE,ABCA1,0.524,functional_association,functional
SQLE,FADS2,0.535,functional_association,functional
SQLE,WDR97,0.542,functional_association,functional
SQLE,POR,0.556,functional_association,functional
SQLE,ACLY,0.558,functional_association,functional
SQLE,CYB5A,0.559,functional_association,functional
SQLE,FADS1,0.56,functional_association,functional
SQLE,NDUFAF6,0.562,functional_association,functional
SQLE,CYP19A1,0.567,functional_association,functional
SQLE,ACACA,0.568,functional_association,functional
SQLE,STARD4,0.571,functional_association,functional
SQLE,SOAT1,0.578,functional_association,functional
SQLE,HMGA1,0.594,functional_association,functional
SQLE,SREBF2,0.892,functional_association,functional
SQLE,MARCHF6,0.894,functional_association,functional
SQLE,MVD,0.906,functional_association,functional
SQLE,LBR,0.91,functional_association,functional
PIK3C2A,ACE,0.479,functional_association,functional
PIK3C2A,ALB,0.621,functional_association,functional
PIK3C2A,GPT2,0.624,functional_association,functional
PIK3C2A,GPT,0.8,functional_association,functional
CYP11A1,NSDHL,0.406,functional_association,functional
CYP11A1,HMGCS1,0.407,functional_association,functional
CYP11A1,CYP3A4,0.417,functional_association,functional
CYP11A1,HMGCR,0.424,functional_association,functional
CYP11A1,LSS,0.426,functional_association,functional
CYP11A1,FASN,0.445,functional_association,functional
CYP11A1,ACTB,0.45,functional_association,functional
CYP11A1,GAPDH,0.45,functional_association,functional
CYP11A1,CYP8B1,0.456,functional_association,functional
CYP11A1,INS,0.491,functional_association,functional
CYP11A1,H6PD,0.492,functional_association,functional
PIK3C2A,INS,0.471,functional_association,functional
PIK3C2A,DHRS11,0.47,functional_association,functional
PIK3C2A,HMGCR,0.466,functional_association,functional
SQLE,HMGCR,0.973,functional_association,functional
SQLE,HMGCS2,0.916,functional_association,functional
SQLE,FDPS,0.942,functional_association,functional
SQLE,FAXDC2,0.949,functional_association,functional
SQLE,IDI1,0.957,functional_association,functional
SQLE,TM7SF2,0.969,functional_association,functional
SQLE,CH25H,0.971,functional_association,functional
SQLE,SIGMAR1,0.974,functional_association,functional
PIK3C2A,IL6,0.434,functional_association,functional
SQLE,NSDHL,0.982,functional_association,functional
SQLE,DHCR7,0.983,functional_association,functional
SQLE,HMGCS1,0.986,functional_association,functional
SQLE,LSS,0.999,functional_association,functional
SQLE,FDFT1,0.999,functional_association,functional
PIK3C2A,MORC3,0.41,functional_association,functional
SQLE,ELOVL6,0.504,functional_association,functional
SQLE,ACAA2,0.5,functional_association,functional
SQLE,SOAT2,0.491,functional_association,functional
ACAT1,HADHB,0.944,functional_association,functional
ACAT1,CPT2,0.493,functional_association,functional
ACAT1,SERPINA3,0.584,functional_association,functional
ACAT1,HMGA1,0.591,functional_association,functional
ACAT1,LSS,0.606,functional_association,functional
ACAT1,IDI1,0.641,functional_association,functional
ACAT1,FDFT1,0.654,functional_association,functional
ACAT1,SQLE,0.662,functional_association,functional
ACAT1,IDI2,0.682,functional_association,functional
ACAT1,FDPS,0.689,functional_association,functional
ACAT1,SCP2,0.724,functional_association,functional
ACAT1,GGPS1,0.735,functional_association,functional
ACAT1,PMVK,0.758,functional_association,functional
ACAT1,HMGCR,0.78,functional_association,functional
ACAT1,MVD,0.861,functional_association,functional
ACAT1,HSDL2,0.909,functional_association,functional
ACAT1,FASN,0.481,functional_association,functional
ACAT1,COASY,0.468,functional_association,functional
ACAT1,SIGMAR1,0.466,functional_association,functional
ABCB4,NR1H4,0.753,functional_association,functional
ABCB4,SLCO1A2,0.599,functional_association,functional
ABCB4,FABP1,0.61,functional_association,functional
ABCB4,CYP8B1,0.657,functional_association,functional
ABCB4,ABCB1,0.666,functional_association,functional
ABCB4,ABCC2,0.715,functional_association,functional
ABCB4,PPARA,0.719,functional_association,functional
ABCB4,CYP7A1,0.761,functional_association,functional
ACAT1,ACSL4,0.441,functional_association,functional
ACAT1,DHCR7,0.421,functional_association,functional
ACAT1,ACSL3,0.422,functional_association,functional
ACAT1,TM7SF2,0.425,functional_association,functional
ACAT1,ACSL1,0.428,functional_association,functional
ACAT1,PLIN2,0.429,functional_association,functional
ACAT1,H6PD,0.43,functional_association,functional
ACAT1,ACLY,0.915,functional_association,functional
ACAT1,ACAA1,0.946,functional_association,functional
SQLE,ABCG1,0.48,functional_association,functional
ACAT1,ACAT2,0.95,functional_association,functional
SQLE,SCD5,0.415,functional_association,functional
SQLE,RNF145,0.417,functional_association,functional
SQLE,ACSL3,0.437,functional_association,functional
SQLE,LIPA,0.441,functional_association,functional
SQLE,EPHX2,0.441,functional_association,functional
SQLE,GPT,0.441,functional_association,functional
SQLE,RUSC1,0.443,functional_association,functional
SQLE,CYP11A1,0.444,functional_association,functional
SQLE,ACSL4,0.446,functional_association,functional
SQLE,ABCG5,0.448,functional_association,functional
SQLE,RNF139,0.449,functional_association,functional
SQLE,ELOVL5,0.462,functional_association,functional
SQLE,ACSS1,0.464,functional_association,functional
SQLE,GSK3B,0.465,functional_association,functional
SQLE,CYP17A1,0.468,functional_association,functional
SQLE,CYP3A4,0.412,functional_association,functional
SQLE,ABCG8,0.411,functional_association,functional
SQLE,GPT2,0.41,functional_association,functional
ACAT1,ACSS1,0.964,functional_association,functional
ACAT1,ACACB,0.953,functional_association,functional
ACAT1,HMGCLL1,0.955,functional_association,functional
ACAT1,AACS,0.962,functional_association,functional
ACAT1,ACACA,0.962,functional_association,functional
ACAT1,ACOX3,0.962,functional_association,functional
ACAT1,ACAA2,0.963,functional_association,functional
ACAT1,ACOX1,0.968,functional_association,functional
SQLE,CYP1A1,0.408,functional_association,functional
ACAT1,HMGCL,0.972,functional_association,functional
ACAT1,HMGCS1,0.997,functional_association,functional
ACAT1,HMGCS2,0.997,functional_association,functional
SQLE,GAPDH,0.4,functional_association,functional
SQLE,ACOX1,0.406,functional_association,functional
SQLE,MYLIP,0.407,functional_association,functional
GPAM,LPIN1,0.658,functional_association,functional
GPAM,ELOVL6,0.65,functional_association,functional
GPAM,ACACB,0.634,functional_association,functional
PPARGC1A,MLXIPL,0.605,functional_association,functional
PPARGC1A,PXDNL,0.615,functional_association,functional
PPARGC1A,CPT2,0.619,functional_association,functional
PPARGC1A,TNF,0.646,functional_association,functional
PPARGC1A,CYP7A1,0.667,functional_association,functional
PPARGC1A,G6PC3,0.667,functional_association,functional
PPARGC1A,IRS1,0.667,functional_association,functional
PPARGC1A,STK11,0.668,functional_association,functional
PPARGC1A,IL6,0.67,functional_association,functional
PPARGC1A,G6PC2,0.673,functional_association,functional
PPARGC1A,SCARB2,0.674,functional_association,functional
PPARGC1A,GAPDH,0.678,functional_association,functional
PPARGC1A,FASN,0.685,functional_association,functional
PPARGC1A,ACOX1,0.694,functional_association,functional
PPARGC1A,JUN,0.7,functional_association,functional
PPARGC1A,MTOR,0.703,functional_association,functional
PPARGC1A,CASP3,0.613,functional_association,functional
PPARGC1A,SCD,0.603,functional_association,functional
GPAM,NR1H3,0.617,functional_association,functional
PPARGC1A,ALB,0.599,functional_association,functional
PPARGC1A,ACLY,0.507,functional_association,functional
PPARGC1A,ACSL1,0.51,functional_association,functional
PPARGC1A,GPT,0.517,functional_association,functional
PPARGC1A,PTGS2,0.521,functional_association,functional
PPARGC1A,ACACB,0.527,functional_association,functional
PPARGC1A,HMGCR,0.532,functional_association,functional
PPARGC1A,LDHA,0.537,functional_association,functional
PPARGC1A,ACOX3,0.544,functional_association,functional
PPARGC1A,NCOA6,0.557,functional_association,functional
PPARGC1A,AGT,0.558,functional_association,functional
PPARGC1A,SREBF2,0.571,functional_association,functional
PPARGC1A,DGAT1,0.583,functional_association,functional
PPARGC1A,NOS3,0.583,functional_association,functional
PPARGC1A,NR1H3,0.594,functional_association,functional
PPARGC1A,ACACA,0.597,functional_association,functional
PPARGC1A,PNPLA2,0.708,functional_association,functional
PPARGC1A,XPR1,0.714,functional_association,functional
PPARGC1A,CPT1A,0.721,functional_association,functional
PPARGC1A,ACTB,0.725,functional_association,functional
PPARGC1A,PRKAG2,0.933,functional_association,functional
PPARGC1A,PRKAB1,0.936,functional_association,functional
PPARGC1A,PRKAG3,0.937,functional_association,functional
PPARGC1A,ADIPOQ,0.944,functional_association,functional
PPARGC1A,LPIN1,0.947,functional_association,functional
PPARGC1A,NCOA1,0.952,functional_association,functional
PPARGC1A,GPX7,0.957,functional_association,functional
PPARGC1A,GPX6,0.957,functional_association,functional
PPARGC1A,GPX8,0.957,functional_association,functional
PPARGC1A,GPX5,0.957,functional_association,functional
PPARGC1A,GPX3,0.958,functional_association,functional
PPARGC1A,GPX2,0.958,functional_association,functional
PPARGC1A,PRKAA1,0.962,functional_association,functional
PPARGC1A,PRKAA2,0.964,functional_association,functional
PPARGC1A,PPARD,0.969,functional_association,functional
PPARGC1A,INS,0.93,functional_association,functional
PPARGC1A,UCP2,0.928,functional_association,functional
PPARGC1A,PRKAG1,0.927,functional_association,functional
PPARGC1A,LPL,0.797,functional_association,functional
PPARGC1A,NCOA2,0.738,functional_association,functional
PPARGC1A,BCL2,0.744,functional_association,functional
PPARGC1A,CYCS,0.746,functional_association,functional
PPARGC1A,AKT1,0.756,functional_association,functional
PPARGC1A,HIF1A,0.758,functional_association,functional
PPARGC1A,GCG,0.758,functional_association,functional
PPARGC1A,GSK3B,0.809,functional_association,functional
PPARGC1A,RXRA,0.913,functional_association,functional
PPARGC1A,MED1,0.83,functional_association,functional
PPARGC1A,CD36,0.843,functional_association,functional
PPARGC1A,SREBF1,0.862,functional_association,functional
PPARGC1A,SLC2A4,0.884,functional_association,functional
PPARGC1A,TP53,0.887,functional_association,functional
PPARGC1A,LEP,0.903,functional_association,functional
PPARGC1A,ABCB11,0.5,functional_association,functional
PPARGC1A,APP,0.493,functional_association,functional
PPARGC1A,HMGCS2,0.49,functional_association,functional
ICAM1,PXDNL,0.633,functional_association,functional
ICAM1,GPX8,0.501,functional_association,functional
ICAM1,GPX5,0.501,functional_association,functional
ICAM1,ABCA1,0.505,functional_association,functional
ICAM1,GPX3,0.511,functional_association,functional
ICAM1,PPARA,0.521,functional_association,functional
ICAM1,NR1H4,0.524,functional_association,functional
ICAM1,RHOA,0.541,functional_association,functional
ICAM1,ADRB2,0.543,functional_association,functional
ICAM1,REN,0.57,functional_association,functional
ICAM1,LEP,0.578,functional_association,functional
ICAM1,ACE,0.581,functional_association,functional
ICAM1,CXCL16,0.59,functional_association,functional
ICAM1,APP,0.595,functional_association,functional
ICAM1,ADIPOQ,0.597,functional_association,functional
ICAM1,OLR1,0.615,functional_association,functional
ICAM1,GPX6,0.501,functional_association,functional
ICAM1,GPX7,0.501,functional_association,functional
ICAM1,GPX2,0.5,functional_association,functional
ICAM1,MTOR,0.413,functional_association,functional
STAT3,FOXO1,0.964,functional_association,functional
STAT3,AKT1,0.966,functional_association,functional
STAT3,IL6,0.984,functional_association,functional
STAT3,HIF1A,0.994,functional_association,functional
STAT3,TP53,0.994,functional_association,functional
STAT3,JUN,0.995,functional_association,functional
ICAM1,GSK3B,0.417,functional_association,functional
ICAM1,GPT,0.492,functional_association,functional
ICAM1,ESR1,0.421,functional_association,functional
ICAM1,PFKFB3,0.434,functional_association,functional
ICAM1,HSPA5,0.448,functional_association,functional
ICAM1,ABCG1,0.45,functional_association,functional
ICAM1,VLDLR,0.466,functional_association,functional
ICAM1,HMGCR,0.475,functional_association,functional
ICAM1,BCL2,0.618,functional_association,functional
ICAM1,CASP3,0.635,functional_association,functional
PPARGC1A,PLIN2,0.469,functional_association,functional
ICAM1,PPARG,0.636,functional_association,functional
ICAM1,IL6,0.947,functional_association,functional
ICAM1,VCAM1,0.999,functional_association,functional
PPARGC1A,INSIG1,0.402,functional_association,functional
PPARGC1A,IGF1R,0.402,functional_association,functional
PPARGC1A,H6PD,0.403,functional_association,functional
PPARGC1A,ACE,0.404,functional_association,functional
PPARGC1A,HADHB,0.407,functional_association,functional
PPARGC1A,ADRB2,0.41,functional_association,functional
PPARGC1A,HSPA5,0.418,functional_association,functional
PPARGC1A,ELOVL6,0.418,functional_association,functional
PPARGC1A,REN,0.43,functional_association,functional
PPARGC1A,MTTP,0.44,functional_association,functional
PPARGC1A,ACSS1,0.451,functional_association,functional
PPARGC1A,PFKFB3,0.464,functional_association,functional
PPARGC1A,ABCA1,0.466,functional_association,functional
ICAM1,TNF,0.944,functional_association,functional
ICAM1,CAV1,0.934,functional_association,functional
ICAM1,CD209,0.894,functional_association,functional
ICAM1,ACTB,0.697,functional_association,functional
ICAM1,JUN,0.655,functional_association,functional
ICAM1,AGT,0.659,functional_association,functional
ICAM1,GAPDH,0.663,functional_association,functional
ICAM1,INS,0.668,functional_association,functional
ICAM1,CYCS,0.682,functional_association,functional
ICAM1,HIF1A,0.684,functional_association,functional
ICAM1,AKT1,0.704,functional_association,functional
ICAM1,PTGS2,0.835,functional_association,functional
ICAM1,ALB,0.709,functional_association,functional
ICAM1,NOS3,0.709,functional_association,functional
ICAM1,TP53,0.722,functional_association,functional
ICAM1,MMP9,0.791,functional_association,functional
ICAM1,CD36,0.806,functional_association,functional
ICAM1,SCARB2,0.811,functional_association,functional
PPARGC1A,ESR1,0.98,functional_association,functional
PPARGC1A,NR1H4,0.983,functional_association,functional
PPARGC1A,PPARG,0.999,functional_association,functional
MGLL,ACSL3,0.866,functional_association,functional
MGLL,SCD,0.437,functional_association,functional
MGLL,SREBF1,0.447,functional_association,functional
MGLL,INS,0.447,functional_association,functional
MGLL,ACOX1,0.478,functional_association,functional
MGLL,ACACA,0.48,functional_association,functional
MGLL,CD36,0.48,functional_association,functional
MGLL,SREBF2,0.508,functional_association,functional
MGLL,LIPA,0.544,functional_association,functional
MGLL,LSS,0.563,functional_association,functional
MGLL,PTGS2,0.563,functional_association,functional
MGLL,PLIN2,0.569,functional_association,functional
MGLL,FASN,0.577,functional_association,functional
MGLL,PPARG,0.599,functional_association,functional
MGLL,PPARA,0.607,functional_association,functional
MGLL,DGAT1,0.631,functional_association,functional
MGLL,GART,0.437,functional_association,functional
MGLL,GPX5,0.433,functional_association,functional
MGLL,ACLY,0.432,functional_association,functional
SCARB2,PPARG,0.862,functional_association,functional
SCARB2,ABCG1,0.809,functional_association,functional
SCARB2,DGAT1,0.811,functional_association,functional
SCARB2,LPL,0.812,functional_association,functional
SCARB2,ACSL1,0.826,functional_association,functional
SCARB2,ABCA1,0.83,functional_association,functional
SCARB2,OLR1,0.853,functional_association,functional
SCARB2,FABP1,0.864,functional_association,functional
MGLL,CPT1A,0.42,functional_association,functional
SCARB2,PPARA,0.909,functional_association,functional
SCARB2,CAV1,0.945,functional_association,functional
MGLL,LEP,0.4,functional_association,functional
MGLL,AUP1,0.401,functional_association,functional
MGLL,GAPDH,0.405,functional_association,functional
MGLL,HMGCR,0.415,functional_association,functional
MGLL,EPHX2,0.698,functional_association,functional
MGLL,ACSL4,0.868,functional_association,functional
SCARB2,VCAM1,0.771,functional_association,functional
MGLL,ACSL1,0.883,functional_association,functional
GPAM,NFYC,0.509,functional_association,functional
GPAM,SREBF2,0.514,functional_association,functional
GPAM,ACLY,0.516,functional_association,functional
GPAM,DHCR24,0.526,functional_association,functional
GPAM,MLXIPL,0.528,functional_association,functional
GPAM,INSIG1,0.529,functional_association,functional
GPAM,CD36,0.543,functional_association,functional
GPAM,CPT1A,0.551,functional_association,functional
GPAM,PPARD,0.553,functional_association,functional
GPAM,ACSL1,0.584,functional_association,functional
GPAM,LEP,0.585,functional_association,functional
GPAM,THRSP,0.586,functional_association,functional
GPAM,PNPLA2,0.589,functional_association,functional
GPAM,ELOVL5,0.601,functional_association,functional
GPAM,INS,0.602,functional_association,functional
GPAM,PLIN2,0.506,functional_association,functional
GPAM,LPL,0.501,functional_association,functional
GPAM,ANGPTL3,0.5,functional_association,functional
GPAM,MTTP,0.454,functional_association,functional
MGLL,CEL,0.925,functional_association,functional
MGLL,LIPC,0.934,functional_association,functional
MGLL,PNLIP,0.94,functional_association,functional
MGLL,LPL,0.967,functional_association,functional
MGLL,PNPLA2,0.979,functional_association,functional
GPAM,SPTLC3,0.429,functional_association,functional
GPAM,HMGCS1,0.457,functional_association,functional
GPAM,NFYA,0.499,functional_association,functional
GPAM,HMGCR,0.466,functional_association,functional
GPAM,ESR1,0.471,functional_association,functional
GPAM,ACSL3,0.477,functional_association,functional
GPAM,SOAT2,0.477,functional_association,functional
GPAM,ACOX1,0.486,functional_association,functional
GPAM,ACOX3,0.496,functional_association,functional
SCARB2,CPT1A,0.788,functional_association,functional
SCARB2,PPARD,0.763,functional_association,functional
PPARGC1A,FOXO1,0.999,functional_association,functional
SCARB2,IGF1R,0.53,functional_association,functional
SCARB2,SOAT1,0.46,functional_association,functional
SCARB2,CASP3,0.468,functional_association,functional
SCARB2,AGT,0.469,functional_association,functional
SCARB2,PTGS2,0.479,functional_association,functional
SCARB2,PXDNL,0.485,functional_association,functional
SCARB2,NR1H4,0.489,functional_association,functional
SCARB2,ACACB,0.489,functional_association,functional
SCARB2,ABCG5,0.494,functional_association,functional
SCARB2,CD209,0.494,functional_association,functional
SCARB2,GPAM,0.508,functional_association,functional
SCARB2,IRS1,0.515,functional_association,functional
SCARB2,CYP7A1,0.517,functional_association,functional
SCARB2,LIPA,0.522,functional_association,functional
SCARB2,FABP2,0.523,functional_association,functional
SCARB2,HIF1A,0.525,functional_association,functional
SCARB2,GCG,0.452,functional_association,functional
SCARB2,NPC2,0.451,functional_association,functional
SCARB2,JUN,0.448,functional_association,functional
SCARB2,ABCG8,0.421,functional_association,functional
PPARGC1A,PPARA,0.999,functional_association,functional
SCARB2,ELOVL6,0.4,functional_association,functional
SCARB2,LIPC,0.404,functional_association,functional
SCARB2,HADHB,0.405,functional_association,functional
SCARB2,MTOR,0.415,functional_association,functional
SCARB2,TP53,0.416,functional_association,functional
SCARB2,NPC1,0.426,functional_association,functional
SCARB2,LPIN1,0.448,functional_association,functional
SCARB2,FOXO1,0.427,functional_association,functional
SCARB2,NOS3,0.433,functional_association,functional
SCARB2,HMGCS2,0.433,functional_association,functional
SCARB2,MGLL,0.436,functional_association,functional
SCARB2,CXCL16,0.437,functional_association,functional
SCARB2,GPT,0.448,functional_association,functional
SCARB2,ACLY,0.53,functional_association,functional
SCARB2,SREBF2,0.533,functional_association,functional
SCARB2,ADIPOQ,0.757,functional_association,functional
SCARB2,MMP9,0.534,functional_association,functional
SCARB2,ACAA2,0.618,functional_association,functional
SCARB2,APP,0.647,functional_association,functional
SCARB2,ACACA,0.648,functional_association,functional
SCARB2,ACSL3,0.649,functional_association,functional
SCARB2,SCD,0.678,functional_association,functional
SCARB2,PLIN2,0.68,functional_association,functional
SCARB2,TNF,0.68,functional_association,functional
SCARB2,ACOX1,0.69,functional_association,functional
SCARB2,PNPLA2,0.694,functional_association,functional
SCARB2,SLC2A4,0.698,functional_association,functional
SCARB2,IL6,0.709,functional_association,functional
SCARB2,SREBF1,0.72,functional_association,functional
SCARB2,INS,0.722,functional_association,functional
SCARB2,FASN,0.725,functional_association,functional
SCARB2,PCSK9,0.734,functional_association,functional
SCARB2,LEP,0.612,functional_association,functional
SCARB2,ACTB,0.611,functional_association,functional
SCARB2,CPT2,0.605,functional_association,functional
SCARB2,LDLRAP1,0.566,functional_association,functional
SCARB2,MLXIPL,0.541,functional_association,functional
SCARB2,NPC1L1,0.546,functional_association,functional
SCARB2,MTTP,0.548,functional_association,functional
SCARB2,NR1H3,0.55,functional_association,functional
SCARB2,UCP2,0.564,functional_association,functional
SCARB2,ACOX3,0.564,functional_association,functional
SCARB2,REN,0.574,functional_association,functional
SCARB2,ACSL4,0.602,functional_association,functional
SCARB2,VLDLR,0.576,functional_association,functional
SCARB2,XPR1,0.58,functional_association,functional
SCARB2,HMGCR,0.586,functional_association,functional
SCARB2,AKT1,0.588,functional_association,functional
SCARB2,GAPDH,0.593,functional_association,functional
SCARB2,ALB,0.596,functional_association,functional
CYP11A1,CYP1A1,0.51,functional_association,functional
CYP11A1,REN,0.573,functional_association,functional
STAT3,TNF,0.939,functional_association,functional
PLIN2,FABP1,0.658,functional_association,functional
PLIN2,ABCA1,0.681,functional_association,functional
